feed_name,raw_column,status_labels,never_loaded,dropped,loaded_but_unused,meaning_or_example,example_values,is_renamed_to,is_stored,is_used,where_dropped,drop_reason,where_used,recommendation
chicago_payments_socrata_json,department_name,loaded_but_unused,no,no,yes,Stores in chicago_payments_raw.department_name,DEPARTMENT OF WATER MANAGEMENT | CHICAGO DEPARTMENT OF TRANSPORTATION | DEPT OF ASSETS INFORMATION AND SERVICES,,chicago_payments_raw.department_name,no,,,,Keep mapped; add downstream consumers or retire feed if staging-only is intentional.
chicago_payments_socrata_json,contract_number,loaded_but_unused,no,no,yes,Stores in chicago_payments_raw.contract_number,DV | 241821 | 124392,,chicago_payments_raw.contract_number,no,,,,Keep mapped; add downstream consumers or retire feed if staging-only is intentional.
chicago_payments_socrata_json,vendor_name,loaded_but_unused,no,no,yes,Stores in chicago_payments_raw.vendor_name,THOMAS HEITZMAN | CHRISTIAN COMMUNITY HEALTH CENTER | TRAVELERS & IMMIGRANTS AID'S HEARTLAND ALLIANCE FOR HUMAN NEEDS & HUMAN RIGHTS,,chicago_payments_raw.vendor_name,no,,,,Keep mapped; add downstream consumers or retire feed if staging-only is intentional.
chicago_lobbyist_contributions_socrata_json,contribution_id,loaded_but_unused,no,no,yes,Stores in chicago_lobbyist_contributions_raw.contribution_id,997687494 | 1772781085 | 3074589131,,chicago_lobbyist_contributions_raw.contribution_id,no,,,,Keep mapped; add downstream consumers or retire feed if staging-only is intentional.
chicago_lobbyist_contributions_socrata_json,period_start,loaded_but_unused,no,no,yes,Stores in chicago_lobbyist_contributions_raw.period_start,2016-01-01T00:00:00.000 | 2019-10-01T00:00:00.000 | 2016-04-01T00:00:00.000,,chicago_lobbyist_contributions_raw.period_start,no,,,,Keep mapped; add downstream consumers or retire feed if staging-only is intentional.
chicago_lobbyist_contributions_socrata_json,period_end,loaded_but_unused,no,no,yes,Stores in chicago_lobbyist_contributions_raw.period_end,2016-03-31T00:00:00.000 | 2019-12-31T00:00:00.000 | 2016-06-30T00:00:00.000,,chicago_lobbyist_contributions_raw.period_end,no,,,,Keep mapped; add downstream consumers or retire feed if staging-only is intentional.
chicago_lobbyist_contributions_socrata_json,contribution_date,loaded_but_unused,no,no,yes,Stores in chicago_lobbyist_contributions_raw.contribution_date,2016-01-28T00:00:00.000 | 2019-11-07T00:00:00.000 | 2016-05-23T00:00:00.000,,chicago_lobbyist_contributions_raw.contribution_date,no,,,,Keep mapped; add downstream consumers or retire feed if staging-only is intentional.
chicago_lobbyist_contributions_socrata_json,recipient,loaded_but_unused,no,no,yes,Stores in chicago_lobbyist_contributions_raw.recipient,DEMOCRATIC PARTY OF THE 49TH WARD | CHRIS TALIAFERRO | ALD HOPKINS,,chicago_lobbyist_contributions_raw.recipient,no,,,,Keep mapped; add downstream consumers or retire feed if staging-only is intentional.
chicago_lobbyist_contributions_socrata_json,amount,loaded_but_unused,no,no,yes,Stores in chicago_lobbyist_contributions_raw.amount,1500 | 250 | 500,,chicago_lobbyist_contributions_raw.amount,no,,,,Keep mapped; add downstream consumers or retire feed if staging-only is intentional.
chicago_lobbyist_contributions_socrata_json,lobbyist_id,loaded_but_unused,no,no,yes,Stores in chicago_lobbyist_contributions_raw.lobbyist_id,4254 | 18181 | 3912,,chicago_lobbyist_contributions_raw.lobbyist_id,no,,,,Keep mapped; add downstream consumers or retire feed if staging-only is intentional.
chicago_lobbyist_contributions_socrata_json,lobbyist_first_name,loaded_but_unused,no,no,yes,Stores in chicago_lobbyist_contributions_raw.lobbyist_first_name,ARNOLD | JOHN | TERRY,,chicago_lobbyist_contributions_raw.lobbyist_first_name,no,,,,Keep mapped; add downstream consumers or retire feed if staging-only is intentional.
chicago_lobbyist_contributions_socrata_json,lobbyist_last_name,loaded_but_unused,no,no,yes,Stores in chicago_lobbyist_contributions_raw.lobbyist_last_name,HARRIS | DALEY | GABINSKI,,chicago_lobbyist_contributions_raw.lobbyist_last_name,no,,,,Keep mapped; add downstream consumers or retire feed if staging-only is intentional.
chicago_lobbyist_contributions_socrata_json,created_date,never_loaded|dropped,yes,yes,no,Example: 2016-04-19T00:00:00.000 | 2020-01-20T00:00:00.000 | 2017-01-30T00:00:00.000,2016-04-19T00:00:00.000 | 2020-01-20T00:00:00.000 | 2017-01-30T00:00:00.000,,,no,database/chicago_loader.py:407,explicitly excluded (Socrata $select projection omits this raw column),,Add this column to chicago_loader select_fields + parse/upsert mappings if required.
chicago_lobbying_activity_socrata_json,lobbying_activity_id,loaded_but_unused,no,no,yes,Stores in chicago_lobbying_activity_raw.lobbying_activity_id,4024574064 | 334762988 | 3913494580,,chicago_lobbying_activity_raw.lobbying_activity_id,no,,,,Keep mapped; add downstream consumers or retire feed if staging-only is intentional.
chicago_lobbying_activity_socrata_json,period_start,loaded_but_unused,no,no,yes,Stores in chicago_lobbying_activity_raw.period_start,2014-07-01T00:00:00.000 | 2019-10-01T00:00:00.000 | 2016-10-01T00:00:00.000,,chicago_lobbying_activity_raw.period_start,no,,,,Keep mapped; add downstream consumers or retire feed if staging-only is intentional.
chicago_lobbying_activity_socrata_json,period_end,loaded_but_unused,no,no,yes,Stores in chicago_lobbying_activity_raw.period_end,2014-09-30T00:00:00.000 | 2019-12-31T00:00:00.000 | 2016-12-31T00:00:00.000,,chicago_lobbying_activity_raw.period_end,no,,,,Keep mapped; add downstream consumers or retire feed if staging-only is intentional.
chicago_lobbying_activity_socrata_json,action,loaded_but_unused,no,no,yes,Stores in chicago_lobbying_activity_raw.action,LEGISLATIVE | BOTH (ADMINISTRATIVE AND LEGISLATIVE) | ADMINISTRATIVE,,chicago_lobbying_activity_raw.action,no,,,,Keep mapped; add downstream consumers or retire feed if staging-only is intentional.
chicago_lobbying_activity_socrata_json,action_sought,loaded_but_unused,no,no,yes,Stores in chicago_lobbying_activity_raw.action_sought,AMENDMENT TO PLANNED DEVELOPMENT | DISCUSSED FY 2020 BUDGET | CONTRACT APPROVAL,,chicago_lobbying_activity_raw.action_sought,no,,,,Keep mapped; add downstream consumers or retire feed if staging-only is intentional.
chicago_lobbying_activity_socrata_json,department,loaded_but_unused,no,no,yes,Stores in chicago_lobbying_activity_raw.department,TRANSPORTATION | MAYORS OFFICE | PROCUREMENT SERVICES,,chicago_lobbying_activity_raw.department,no,,,,Keep mapped; add downstream consumers or retire feed if staging-only is intentional.
chicago_lobbying_activity_socrata_json,client_id,loaded_but_unused,no,no,yes,Stores in chicago_lobbying_activity_raw.client_id,2201517748 | 83073491 | 2367121887,,chicago_lobbying_activity_raw.client_id,no,,,,Keep mapped; add downstream consumers or retire feed if staging-only is intentional.
chicago_lobbying_activity_socrata_json,client_name,loaded_but_unused,no,no,yes,Stores in chicago_lobbying_activity_raw.client_name,FRIEDMAN PROPERTIES | ILLINOIS RESTAURANT ASSOCIATION | WESTFIELD GROUP,,chicago_lobbying_activity_raw.client_name,no,,,,Keep mapped; add downstream consumers or retire feed if staging-only is intentional.
chicago_lobbying_activity_socrata_json,lobbyist_id,loaded_but_unused,no,no,yes,Stores in chicago_lobbying_activity_raw.lobbyist_id,6842 | 5201 | 3744,,chicago_lobbying_activity_raw.lobbyist_id,no,,,,Keep mapped; add downstream consumers or retire feed if staging-only is intentional.
chicago_lobbying_activity_socrata_json,lobbyist_first_name,loaded_but_unused,no,no,yes,Stores in chicago_lobbying_activity_raw.lobbyist_first_name,JOHN | SAM | TIMOTHY,,chicago_lobbying_activity_raw.lobbyist_first_name,no,,,,Keep mapped; add downstream consumers or retire feed if staging-only is intentional.
chicago_lobbying_activity_socrata_json,lobbyist_middle_initial,never_loaded|dropped,yes,yes,no,Example: J | A | S,J | A | S,,,no,database/chicago_loader.py:419,explicitly excluded (Socrata $select projection omits this raw column),,Add this column to chicago_loader select_fields + parse/upsert mappings if required.
chicago_lobbying_activity_socrata_json,lobbyist_last_name,loaded_but_unused,no,no,yes,Stores in chicago_lobbying_activity_raw.lobbyist_last_name,GEORGE | TOIA | DART,,chicago_lobbying_activity_raw.lobbyist_last_name,no,,,,Keep mapped; add downstream consumers or retire feed if staging-only is intentional.
chicago_lobbying_activity_socrata_json,created_date,never_loaded|dropped,yes,yes,no,Example: 2015-01-26T00:00:00.000 | 2020-01-16T00:00:00.000 | 2017-01-04T00:00:00.000,2015-01-26T00:00:00.000 | 2020-01-16T00:00:00.000 | 2017-01-04T00:00:00.000,,,no,database/chicago_loader.py:419,explicitly excluded (Socrata $select projection omits this raw column),,Add this column to chicago_loader select_fields + parse/upsert mappings if required.
